Instructor,Course,Term,Enrolled/Response Rate,Avg Grade Recieved,Avg Hours Worked,Student Learning,Course Structure,Class Environment
"Non, Amy L",ANBI 149 - Social/Behavioral Epigenetics (A00),SP24,13 (76.92%),3.82 (A-),3.8,4.9,4.87,4.92
"Hrvoj Mihic, Branka",ANBI 159 - Biological&Cult Persptv/Intell (A00),WI24,19 (36.84%),2.37 (C+),5.0,4.64,4.71,4.82
"Wilder, Linnea Lorene",ANBI 173 - How Monkeys See the World (A00),SP24,70 (24.29%),3.66 (B+),2.76,4.57,4.52,4.78
"Hrvoj Mihic, Branka",ANBI 175 - Evidence for Early Ancestors (A00),FA23,10 (30.00%),3.00 (B),6.67,4.67,4.67,4.58
"Bialecki, Jon Anthony",ANSC 100 - Spec Top/Socio-Cultural Anthro (A00),SP24,37 (35.14%),3.67 (B+),4.08,4.67,4.49,4.63
"Jenkins, Janis A.",ANSC 100 - Spec Top/Socio-Cultural Anthro (A00),WI24,13 (61.54%),3.43 (B+),5.25,4.88,4.66,4.71
"Yeh, Rihan Wen Xin",ANSC 100 - Spec Top/Socio-Cultural Anthro (A00),FA23,12 (33.33%),3.25 (B),7.5,4.27,4.0,4.4
"Sloane, Julia Kathryn",ANSC 101 - Aging: Culture&Health/Hum Dev (A00),SP24,42 (35.71%),3.71 (A-),3.57,4.71,4.66,4.78
"Kang, Byung Chu",ANSC 105GS - Global Health and Inequality (A00),S123,14 (35.71%),4.00 (A),6.0,4.95,4.8,4.85
"Martin Sandino, Amanda Maria Yoland",ANSC 117 - Transgenderisms (A00),SP24,20 (35.00%),4.00 (A),4.71,4.43,4.38,4.46
"Bialecki, Jon Anthony",ANSC 120 - Religion and Culture (A00),S223,36 (13.89%),3.41 (B+),7.0,4.35,4.3,4.4
"Sloane, Julia Kathryn",ANSC 121 - Psychological Anthropology (A00),FA23,55 (30.91%),3.65 (B+),5.29,4.03,4.02,4.29
"Yeh, Rihan Wen Xin",ANSC 122 - Language in Society (A00),WI24,29 (34.48%),3.00 (B-),5.8,4.55,4.38,4.64
"Bialecki, Jon Anthony",ANSC 124 - Cultural Anthropology (A00),FA23,28 (25.00%),3.35 (B+),5.71,4.36,4.26,4.52
"Brenner, Suzanne A","ANSC 125 - Gender, Sexuality, & Society (A00)",WI24,60 (40.00%),3.60 (B+),4.25,4.58,4.3,4.55
"Kang, Byung Chu","ANSC 125GS - Gender, Sexuality, & Society (A00)",S123,14 (28.57%),4.00 (A),6.25,4.94,4.75,4.88
"Toro Uribe, Fabian Humberto",ANSC 135 - Indigenous Peoples/Latin Amer. (A00),WI24,31 (48.39%),3.17 (B),4.87,4.54,4.49,4.68
"Stewart, Alexander B",ANSC 137 - Chinese Popular Religion (A00),SP24,42 (61.90%),3.58 (B+),4.36,4.5,4.31,4.52
"Parish, Steven Martin",ANSC 138 - Cultural Design Practicum (A00),SP24,21 (14.29%),4.00 (A),3.0,4.5,4.25,4.58
"Csordas, Thomas J.",ANSC 139 - Native American Health (A00),WI24,20 (30.00%),3.44 (B+),3.0,4.67,4.5,4.52
"Stone, Annika Britt",ANSC 142 - Anthropology of Latin America (A00),SP24,38 (34.21%),3.31 (B+),5.15,4.66,4.69,4.81
"Chalmiers, Morgen Angela",ANSC 144 - Immigrant and Refugee Health (A00),S223,50 (16.00%),2.95 (B-),6.88,4.06,3.78,4.13
"Stewart, Alexander B",ANSC 147 - Global Health and Environment (A00),SP24,35 (48.57%),3.42 (B+),5.24,4.74,4.53,4.61
"Olivas Hernandez, Olga Lid",ANSC 148 - Global Health&Cultrl Diversity (A00),SP24,42 (21.43%),3.63 (B+),4.33,4.68,4.35,4.75
"Walkover, Lillian B",ANSC 148 - Global Health&Cultrl Diversity (A00),WI24,20 (75.00%),2.80 (B-),4.87,4.2,4.3,4.51
"Wilson, Brenda K",ANSC 148 - Global Health&Cultrl Diversity (A00),FA23,52 (69.23%),3.26 (B),6.53,4.2,4.02,4.36
"Olivas Hernandez, Olga Lid",ANSC 148 - Global Health&Cultrl Diversity (A00),S123,12 (75.00%),3.67 (B+),6.67,4.61,4.47,4.66
"Sloane, Julia Kathryn",ANSC 150 - Culture and Mental Health (A00),WI24,35 (28.57%),3.79 (A-),4.2,4.73,4.45,4.6
"Ismail, Ramsey",ANSC 150 - Culture and Mental Health (A00),S123,41 (53.66%),2.94 (B-),7.62,4.23,4.14,4.46
"Stewart, Alexander B",ANSC 164 - Intro to Medical Anthropology (A00),WI24,34 (55.88%),3.47 (B+),4.16,4.36,4.11,4.46
"Varma, Saiba",ANSC 164 - Intro to Medical Anthropology (A00),FA23,39 (43.59%),3.37 (B+),5.59,4.62,4.45,4.73
"Parish, Steven Martin",ANSC 166 - Film and Culture in Asia (A00),S223,35 (8.57%),3.83 (A-),5.0,,,
"Fortier, Jana",ANSC 169 - Culture & Envr/Resrch Sem/Prac (A00),FA23,23 (13.04%),3.28 (B),6.67,4.5,4.83,4.67
"Brenner, Suzanne A",ANSC 173 - Ethnography in Practice (A00),WI24,11 (45.45%),3.86 (A-),5.0,5.0,4.85,4.95
"Dwyer, Rose Smucker",ANSC 180 - Capitalism & Gender (A00),S223,17 (64.71%),3.43 (B+),6.36,4.49,4.34,4.55
"Fortier, Jana","ANSC 184 - Food, Culture, and Society (A00)",WI24,38 (36.84%),3.79 (A-),4.85,4.5,4.52,4.56
"Hankins, Joseph D.",ANSC 186 - Gender and Incarceration (A00),SP24,29 (31.03%),3.92 (A-),4.11,4.89,4.69,5.0
"Jassal, Aftab",ANSC 188 - Cultures of Healing (A00),WI24,39 (74.36%),3.92 (A-),3.69,4.63,4.51,4.52
"Jassal, Aftab",ANSC 188 - Cultures of Healing (B00),S223,21 (52.38%),3.55 (B+),5.0,4.59,4.59,4.36
"Jassal, Aftab",ANSC 190 - Yoga Practices (A00),FA23,50 (60.00%),3.59 (B+),5.67,4.39,4.28,4.33
"Lewis, Leslie R",ANSC 190GS - Medicine&Healing in South Asia (A00),S123,20 (85.00%),4.00 (A),5.59,4.96,4.94,4.93
"Pedersen, David",ANSC 193 - Capitalism and Nature (A00),FA23,59 (38.98%),3.37 (B+),5.43,4.19,3.5,4.38
"Jassal, Aftab",ANTH 1 - Introduction to Culture (A00),FA23,140 (55.00%),3.70 (A-),5.13,4.21,4.19,4.33
"Hallingstad Obrien, Dylan Jam",ANTH 1 - Introduction to Culture (A00),S123,39 (61.54%),3.54 (B+),5.63,4.21,4.38,4.65
"Marchetto, Maria Carolina",ANTH 2 - Human Origins (A00),SP24,154 (20.78%),3.53 (B+),3.63,4.45,4.44,4.55
"Wilder, Linnea Lorene",ANTH 2 - Human Origins (A00),FA23,250 (47.20%),3.17 (B),5.47,4.24,4.19,4.41
"Hrvoj Mihic, Branka",ANTH 2 - Human Origins (A00),S123,34 (23.53%),2.75 (B-),6.88,4.34,4.41,4.5
"Stroth, Luke Reyneri",ANTH 3 - Global Archaeology (A00),SP24,93 (48.39%),3.58 (B+),3.32,4.45,4.54,4.63
"Stroth, Luke Reyneri",ANTH 3 - Global Archaeology (A00),S223,19 (15.79%),3.58 (B+),6.67,4.25,4.42,4.67
"Yeh, Rihan Wen Xin",ANTH 4 - Words/Worlds/Intro to AN/Lang (A00),FA23,118 (50.00%),3.29 (B),6.19,3.56,3.66,4.39
"Semendeferi, Ekaterini",ANTH 5 - The Human Machine (A00),WI24,16 (68.75%),3.16 (B),5.55,4.77,4.41,4.57
"Stewart, Alexander B",ANTH 10 - Climate Justice (A00),SP24,69 (39.13%),3.56 (B+),4.0,4.21,4.26,4.54
"Stewart, Alexander B",ANTH 10 - Climate Justice (A00),FA23,237 (67.93%),3.58 (B+),5.56,3.87,3.85,4.4
"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),SP24,154 (33.12%),3.60 (B+),3.27,4.4,4.34,4.49
"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),WI24,338 (55.92%),3.58 (B+),3.3,4.35,4.3,4.47
"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),FA23,360 (62.22%),3.58 (B+),5.2,4.28,4.29,4.58
"Rodriguez, Eric Andrew",ANTH 21 - Race and Racisms (A00),S223,60 (21.67%),3.41 (B+),5.77,4.73,4.63,4.74
"Stone, Annika Britt",ANTH 21 - Race and Racisms (A00),SP23,145 (62.07%),3.58 (B+),5.28,4.41,4.42,4.61
"Toro Uribe, Fabian Humberto",ANTH 23 - Debating Multiculturalism (A00),SP24,69 (30.43%),3.57 (B+),4.33,4.46,4.53,4.69
"Stewart, Alexander B",ANTH 23 - Debating Multiculturalism (A00),WI24,161 (49.69%),3.74 (A-),3.55,4.29,4.23,4.56
"Stewart, Alexander B",ANTH 23 - Debating Multiculturalism (A00),FA23,212 (75.47%),3.74 (A-),5.53,4.08,4.13,4.34
"Willford, Rabindra Clinton",ANTH 23 - Debating Multiculturalism (A00),S123,38 (36.84%),3.85 (A-),6.07,4.23,4.13,4.4
"Pedersen, David",ANTH 24 - Mapping Capitalism (A00),SP24,39 (35.90%),3.48 (B+),2.85,4.59,4.56,4.69
"Jassal, Aftab",ANTH 45 - Wisdom and Ecstasy (A00),WI24,27 (62.96%),3.84 (A-),3.47,4.61,4.44,4.4
"Varma, Saiba",ANTH 87 - Freshman Seminar (A00),WI24,11 (45.45%),(N/A),1.4,5.0,4.94,4.85
"Jordan, David K.",ANTH 87 - Freshman Seminar (A00),FA23,12 (25.00%),(N/A),5.0,4.58,4.4,4.2
"Jordan, David K.",ANTH 87 - Freshman Seminar (B00),FA23,13 (76.92%),(N/A),4.5,4.45,4.45,4.36
"Goldstein, Paul S",ANTH 101 - Foundations/Social Complexity (B00),FA23,74 (27.03%),3.48 (B+),5.75,3.99,4.01,4.32
"Algaze, Guillermo",ANTH 101 - Foundations/Social Complexity (A00),S123,19 (26.32%),3.64 (B+),5.0,4.55,4.55,4.8
"Wilder, Linnea Lorene",ANTH 102 - Humans Are Cultural Animals (A00),WI24,75 (20.00%),3.54 (B+),3.67,4.47,4.35,4.58
"Wilder, Linnea Lorene",ANTH 102 - Humans Are Cultural Animals (A00),S123,10 (40.00%),3.54 (B+),7.5,4.75,4.81,4.88
"Parish, Steven Martin",ANTH 103 - Sociocultural Anthropology (A00),SP24,93 (24.73%),3.87 (A-),4.55,3.97,3.88,4.42
"Rabinowitz, Dan","ANTH 105 - Climate Change, Race,& Inequal (A00)",SP24,70 (51.43%),3.36 (B+),3.0,3.97,4.07,4.35
"Bialecki, Jon Anthony","ANTH 105 - Climate Change, Race,& Inequal (B00)",FA23,52 (28.85%),3.52 (B+),5.0,4.09,3.81,4.35
"Stewart, Alexander B","ANTH 105 - Climate Change, Race,& Inequal (A00)",S123,51 (11.76%),3.29 (B),9.17,4.65,4.71,4.87
"Sloane, Julia Kathryn",ANTH 106 - Climate and Civilization (A00),WI24,29 (34.48%),3.56 (B+),3.0,4.5,4.58,4.56
"Sloane, Julia Kathryn","ANTH 108 - IndigPpls, Develop,& ClimChng (A00)",FA23,31 (35.48%),3.55 (B+),5.91,4.77,4.62,4.84
"Rivera-Collazo, Isabel C","ANTH 109 - ClimChng,CultHertage,&Vulnrabl (A00)",FA23,37 (54.05%),3.55 (B+),6.25,4.6,4.14,4.46
"Parish, Steven Martin",ANTH 110 - The Climate Change Seminar (A00),WI24,17 (29.41%),3.98 (A-),3.8,4.32,4.32,4.42
"Bialecki, Jon Anthony",ANTH 111 - Religion&Ecology/Anthropocene (A00),WI24,39 (25.64%),3.63 (B+),4.0,4.5,4.43,4.53
"Parish, Steven Martin",ANTH 120 - Climate Change California (A00),SP24,27 (14.81%),4.00 (A),3.5,3.19,3.73,4.56
"Lewis, Leslie R",ANTH 128A - CAS: Community Engaged Resrch (A00),WI24,8 (75.00%),3.84 (A-),6.33,4.88,4.67,4.81
"Lewis, Leslie R",ANTH 128B - CAS: Capstone Project (A00),SP24,6 (83.33%),3.84 (A-),6.6,4.85,4.85,4.89
"Varma, Saiba",ANTH 196A - Honors Studies in Anthropology (A00),FA23,14 (35.71%),3.94 (A-),8.0,5.0,4.95,4.89
"Varma, Saiba",ANTH 196C - Honors Studies in Anthropology (A00),SP24,10 (30.00%),4.00 (A),5.67,5.0,5.0,5.0
"Sah, Robert Lie-Yuan",BENG 1 - Introduction to Bioengineering (A00),WI24,102 (46.08%),(N/A),3.94,3.95,3.84,4.47
"Khojah, Reem I",BENG 1 - Introduction to Bioengineering (A00),FA23,85 (57.65%),(N/A),3.06,4.24,4.14,4.41
"Khojah, Reem I",BENG 2 - Intro Computer Prog & MATLAB (A00),FA23,22 (81.82%),2.96 (B-),7.5,3.61,3.44,4.25
"Sah, Robert Lie-Yuan",BENG 87 - Freshman Seminar (A00),SP24,17 (41.18%),(N/A),1.29,4.42,4.65,4.68
"Sah, Robert Lie-Yuan",BENG 87 - Freshman Seminar (B00),SP24,13 (69.23%),(N/A),1.25,4.82,4.62,4.48
"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (C00),SP24,15 (60.00%),(N/A),1.0,4.26,4.52,4.56
"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (A00),FA23,20 (45.00%),(N/A),0.0,4.44,4.61,4.71
"Alexandrov, Ludmil B",BENG 100 - Intro to Prob & Stats for BENG (A00),SP24,89 (40.45%),3.09 (B),6.06,3.88,3.66,4.27
"Taylor Amos, Alyssa C",BENG 100 - Intro to Prob & Stats for BENG (A00),FA23,30 (56.67%),3.43 (B+),7.35,4.54,4.51,4.88
"Taylor Amos, Alyssa C",BENG 100 - Intro to Prob & Stats for BENG (A00),S223,10 (40.00%),3.43 (B+),8.75,4.81,4.81,4.81
"Chapelin, Fanny",BENG 102 - Moleculr Components Living Sys (A00),SP24,40 (62.50%),2.91 (B-),4.68,3.85,3.78,4.54
"Engler, Adam J.",BENG 102 - Moleculr Components Living Sys (A00),SP23,52 (23.08%),3.30 (B+),5.42,3.98,3.98,4.23
"Fraley, Stephanie I.",BENG 103B - Bioengineering Mass Transfer (A00),SP24,110 (75.45%),3.12 (B),6.67,4.15,4.26,4.42
"Khojah, Reem I",BENG 103B - Bioengineering Mass Transfer (A00),WI24,9 (100.00%),2.88 (B-),7.89,4.11,3.97,4.42
"Mc Culloch, Andrew Douglas",BENG 110 - Muskoloskeletal Biomechanics (A00),FA23,69 (82.61%),3.46 (B+),7.02,3.88,3.8,4.25
"Valdez-Jasso, Daniela",BENG 112A - Soft Tissue Biomechanics (A00),WI24,66 (93.94%),2.82 (B-),6.35,4.29,4.09,4.32
"Shi, Lingyan",BENG 112B - Fluid and Cell Biomechanics (A00),SP24,56 (41.07%),3.37 (B+),6.3,3.73,3.6,3.91
"Huang, Xiaohua",BENG 120 - Org Chem-Structural & Design (A00),WI24,54 (31.48%),3.92 (A-),5.0,4.04,4.14,4.53
"Cauwenberghs, Gert",BENG 122A - Biosystems and Control (A00),FA23,76 (27.63%),3.54 (B+),8.81,4.01,3.96,4.41
"Palsson, Bernhard O.",BENG 123 - Dynamic Simulatn in Bioeng (A00),WI24,55 (56.36%),3.07 (B),11.65,3.79,3.7,4.15
"Hasty, Jeff M",BENG 125 - Modeling & Computatio/Bioengr (A00),SP24,174 (18.39%),3.47 (B+),6.19,3.94,3.92,4.19
"Taylor Amos, Alyssa C",BENG 126A - Design Dev Bioinformatics BENG (A00),FA23,40 (20.00%),3.94 (A-),5.63,3.5,3.83,4.3
"Taylor Amos, Alyssa C",BENG 126B - Design Implmnt Informatcs BENG (A00),WI24,41 (17.07%),3.92 (A-),5.0,4.39,4.14,4.35
"Taylor Amos, Alyssa C",BENG 127A - Design Dev.Molec. Systems BENG (A00),FA23,6 (50.00%),4.00 (A),8.33,,,
"Taylor Amos, Alyssa C",BENG 129B - Design Implmnt Cell Systm BENG (A00),WI24,12 (33.33%),4.00 (A),9.0,4.64,4.7,
"Subramaniam, Shankar",BENG 130 - Biotech Thermodynamics & Kinet (A00),WI24,147 (39.46%),3.54 (B+),6.82,3.74,3.59,4.36
"Morar, Vikash Nagin",BENG 130 - Biotech Thermodynamics & Kinet (A00),S123,11 (90.91%),3.59 (B+),7.5,4.43,4.53,4.58
"Mali, Prashant Gulab Ram",BENG 133 - Numerical Analys-Computatn Eng (A00),SP24,23 (95.65%),3.61 (B+),5.76,4.35,4.3,4.52
"Mali, Prashant Gulab Ram",BENG 133 - Numerical Analys-Computatn Eng (A00),SP23,29 (72.41%),3.62 (B+),8.33,4.45,4.39,4.48
"Smarr, Benjamin",BENG 134 - Measurements/Stats/Probability (A00),FA23,19 (57.89%),3.39 (B+),6.36,4.86,4.89,4.75
"Contijoch, Francisco",BENG 135 - Biomedical Signals & Systems (A00),FA23,19 (68.42%),3.24 (B),10.0,3.73,3.55,4.25
"Silva, Gabriel",BENG 140A - Bioengineering Physiology (A00),WI24,63 (33.33%),3.34 (B+),3.4,4.12,3.89,4.29
"Cabrales, Pedro",BENG 140B - Bioengineering Physiology (A00),SP24,50 (80.00%),3.30 (B+),5.63,4.05,3.86,4.28
"Lal, Ratnesh",BENG 141 - Biomedical Optics and Imaging (A00),FA23,37 (72.97%),3.79 (A-),5.56,4.1,4.2,4.38
"Taylor Amos, Alyssa C",BENG 152 - BioSystems Engineering Lab (A00),WI24,18 (38.89%),3.91 (A-),4.14,4.32,4.37,4.64
"Aguado, Brian Alberto",BENG 160 - Chem & Molecular BENG Techniqs (A00),SP24,53 (90.57%),3.66 (B+),8.02,4.67,4.44,4.72
"Aguado, Brian Alberto",BENG 160 - Chem & Molecular BENG Techniqs (A00),SP23,71 (21.13%),3.75 (A-),9.0,4.12,3.89,4.43
"Lewis, Nathan E",BENG 161A - Bioreactor Engineering (A00),FA23,71 (29.58%),3.46 (B+),7.14,4.1,4.29,4.46
"Huang, Xiaohua",BENG 161B - Biochemical Engineering (A00),WI24,70 (10.00%),3.73 (A-),5.0,4.25,4.08,4.46
"Mali, Prashant Gulab Ram",BENG 162 - Biotechnology Laboratory (A00),FA23,72 (81.94%),3.53 (B+),8.98,3.66,2.89,3.72
"Sah, Robert Lie-Yuan",BENG 166A - Cell and Tissue Engineering (A00),FA23,74 (22.97%),3.51 (B+),6.76,4.28,4.07,4.53
"Khojah, Reem I",BENG 168 - Biomolecular Engineering (A00),SP24,8 (100.00%),3.10 (B),5.0,4.41,4.47,4.5
"Shi, Lingyan",BENG 168 - Biomolecular Engineering (A00),WI24,100 (72.00%),3.46 (B+),4.83,3.18,2.79,3.91
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory (A00),SP24,53 (33.96%),3.48 (B+),9.65,4.51,4.28,4.45
"Taylor Amos, Alyssa C",BENG 179A - Design Develop.Bioinstrumntatn (A00),FA23,29 (20.69%),3.87 (A-),5.83,3.88,3.95,4.04
"Taylor Amos, Alyssa C",BENG 179B - Design Implmnt Bioinstrumntatn (A00),WI24,31 (9.68%),3.84 (A-),4.33,,,
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis (A00),WI24,33 (51.52%),3.27 (B),15.65,4.42,3.67,4.22
"Bafna, Vineet",BENG 182 - Biological Databases (A00),SP24,32 (12.50%),3.35 (B+),8.0,4.5,3.75,4.81
"Zhong, Sheng",BENG 183 - Applied Genomic Technologies (A00),FA23,108 (26.85%),3.98 (A-),5.86,4.21,4.22,4.53
"Kwon, Ester Jihae",BENG 186A - Principles/Biomaterials Design (A00),SP24,109 (77.98%),3.04 (B),5.63,4.18,4.15,4.41
"MacDonald, Christopher L.",BENG 186A - Principles/Biomaterials Design (A00),SP23,110 (28.18%),3.40 (B+),5.5,4.46,4.45,4.57
"Cauwenberghs, Gert",BENG 186B - Princpls/Bioinstrumentatn Desn (A00),WI24,79 (69.62%),3.74 (A-),7.83,3.95,3.98,4.41
"Taylor Amos, Alyssa C",BENG 187A - BENG Design Project: Planning (A00),SP24,152 (37.50%),3.93 (A-),2.24,4.53,4.62,4.71
"Taylor Amos, Alyssa C",BENG 187A - BENG Design Project: Planning (A00),SP23,164 (52.44%),(N/A),3.88,3.98,4.14,4.44
"Taylor Amos, Alyssa C",BENG 187B - BENG Design Project:Developmnt (A00),FA23,162 (21.60%),(N/A),7.0,3.41,3.61,4.09
"Taylor Amos, Alyssa C",BENG 187C - BENG Design Proj:Implemntation (A00),WI24,163 (15.34%),(N/A),5.83,3.49,3.87,4.27
"Taylor Amos, Alyssa C",BENG 187D - BENG Design Proj:Presentation (A00),SP24,62 (12.90%),3.92 (A-),7.25,4.3,4.33,4.46
"Taylor Amos, Alyssa C",BENG 187D - BENG Design Proj:Presentation (B00),SP24,39 (7.69%),3.86 (A-),3.0,4.58,4.67,4.67
"Taylor Amos, Alyssa C",BENG 187D - BENG Design Proj:Presentation (C00),SP24,62 (17.74%),3.87 (A-),6.6,4.38,4.46,4.6
"Taylor Amos, Alyssa C",BENG 187D - BENG Design Proj:Presentation (A00),SP23,58 (53.45%),3.91 (A-),7.26,3.9,4.03,4.31
"Taylor Amos, Alyssa C",BENG 187D - BENG Design Proj:Presentation (B00),SP23,44 (40.91%),3.88 (A-),6.39,3.98,4.15,4.42
"Taylor Amos, Alyssa C",BENG 187D - BENG Design Proj:Presentation (C00),SP23,34 (52.94%),3.75 (A-),7.22,4.03,4.06,4.43
"Contijoch, Francisco",BENG 189 - Physiological Systems Eng (A00),SP24,18 (27.78%),3.44 (B+),9.0,4.1,4.0,4.3
"Contijoch, Francisco",BENG 189 - Physiological Systems Eng (A00),SP23,24 (70.83%),3.41 (B+),9.12,4.46,4.42,4.67
"Lal, Ratnesh",BENG 191 - Senior Sem I: Professnl Issues (A00),WI24,9 (44.44%),4.00 (A),2.5,3.81,3.87,3.64
"Butler, Elizabeth Annette",AAS 10 - Intro/African-American Studies (A00),SP24,65 (70.77%),3.80 (A-),3.89,4.19,4.21,4.41
"Butler, Elizabeth Annette",AAS 10 - Intro/African-American Studies (A00),WI24,68 (70.59%),3.78 (A-),4.23,4.28,4.25,4.47
"Butler, Elizabeth Annette",AAS 10 - Intro/African-American Studies (A00),FA23,65 (75.38%),3.78 (A-),5.2,4.26,4.31,4.45
"Butler, Elizabeth Annette",AAS 11 - Intro Black Diasporic Studies (A00),WI24,59 (35.59%),3.49 (B+),3.67,4.64,4.58,4.64
"Butler, Elizabeth Annette",AAS 170 - Legacies of Research (A00),SP24,24 (12.50%),3.70 (B+),3.67,4.25,4.0,4.25
"Butler, Elizabeth Annette",AAS 170 - Legacies of Research (A00),FA23,31 (29.03%),3.70 (B+),6.11,4.5,4.26,4.58
"Drews, Aaron",CENG 4 - Experience Chemical Eng (A00),FA23,78 (43.59%),(N/A),2.35,4.69,4.69,4.69
"Bae, Jinhye",CENG 4 - Experience Chemical Eng (B00),FA23,35 (45.71%),(N/A),3.44,4.75,4.62,4.64
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A00),WI24,19 (63.16%),3.17 (B),4.67,4.23,4.06,4.31
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A00),S223,22 (54.55%),3.20 (B),7.08,4.13,3.77,4.29
"Lubarda, Vlado",CENG 15R - Eng Comp Using MATLAB Online (A00),FA23,99 (75.76%),3.56 (B+),5.6,4.16,4.1,4.52
"Powell, Alyssa",CENG 100 - Material and Energy Balances (A00),FA23,61 (85.25%),3.44 (B+),7.98,4.72,4.63,4.75
"Powell, Alyssa",CENG 100 - Material and Energy Balances (B00),FA23,52 (94.23%),3.20 (B),7.65,4.56,4.39,4.67
"Opatkiewicz, Justin Paul",CENG 101A - Introductory Fluid Mechanics (A00),WI24,42 (83.33%),3.18 (B),10.97,4.74,4.71,4.8
"Bae, Jinhye",CENG 101A - Introductory Fluid Mechanics (A00),FA23,135 (38.52%),3.31 (B+),9.61,3.9,3.61,4.37
"Chen, Shaochen",CENG 101B - Heat Transfer (A00),SP24,25 (56.00%),3.02 (B),6.69,4.14,4.16,4.27
"Liu, Ping",CENG 101B - Heat Transfer (A00),WI24,92 (41.30%),2.98 (B-),7.87,4.13,3.83,4.25
"Li, Yanran",CENG 101C - Mass Transfer (A00),SP24,107 (89.72%),3.07 (B),8.85,3.43,3.2,4.06
"Powell, Alyssa",CENG 102 - Chemical Engin Thermodynamics (A00),WI24,116 (64.66%),3.31 (B+),6.97,4.72,4.71,4.78
"Chen, Zheng",CENG 113 - Chemical Reaction Engineering (A00),SP24,61 (36.07%),2.92 (B-),9.52,3.15,2.9,3.85
"Li, Wan-Lu",CENG 113 - Chemical Reaction Engineering (B00),SP24,45 (51.11%),2.90 (B-),5.73,3.76,3.78,4.28
"Li, Wan-Lu",CENG 113 - Chemical Reaction Engineering (A00),FA23,14 (57.14%),3.06 (B),6.88,4.32,4.47,4.58
"Jahed Motlagh, Zeinab",CENG 114 - Prob and Stat Methods for Eng (A00),WI24,78 (61.54%),3.16 (B),5.79,3.96,3.92,4.25
"Jahed Motlagh, Zeinab",CENG 114 - Prob and Stat Methods for Eng (A00),FA23,19 (78.95%),3.16 (B),6.0,4.03,4.12,4.43
"Jahed Motlagh, Zeinab",CENG 114 - Prob and Stat Methods for Eng (A00),S223,24 (25.00%),3.16 (B),6.67,4.29,4.11,4.17
"Li, Yanran",CENG 120 - Chemical Process Dynmics&Cntrl (A00),FA23,100 (88.00%),3.21 (B),9.02,4.05,3.94,4.34
"Powell, Alyssa",CENG 122 - Separation Processes (A00),FA23,98 (88.78%),3.20 (B),8.79,4.56,4.51,4.56
"Powell, Alyssa",CENG 124A - Chem Plant & Process Design I (B00),WI24,100 (60.00%),3.68 (B+),6.13,4.48,4.55,4.69
"Powell, Alyssa",CENG 124B - Chem Plant & Process Design II (A00),SP24,100 (24.00%),3.84 (A-),6.5,4.38,4.45,4.7
"Pokorski, Jonathan Kyle",CENG 134 - Polymeric Materials (A00),WI24,59 (32.20%),2.99 (B-),4.05,4.25,4.07,4.42
"Opatkiewicz, Justin Paul",CENG 157 - Process Tech in Semiconductor (A00),SP24,51 (39.22%),3.36 (B+),6.9,4.68,4.52,4.64
"Powell, Alyssa",CENG 160 - Intro to Biochemical Eng. (A00),SP24,82 (39.02%),3.39 (B+),5.06,4.69,4.71,4.76
"Drews, Aaron",CENG 170 - Experimental Methods/ChemEng (A00),SP24,28 (32.14%),3.13 (B),7.22,4.58,4.72,4.81
"Drews, Aaron",CENG 170 - Experimental Methods/ChemEng (A00),FA23,68 (33.82%),3.13 (B),7.61,4.31,4.07,4.56
"Steinmetz, Nicole F",CENG 175 - NanoEngineering in Medicine (A00),SP24,21 (23.81%),3.48 (B+),4.2,4.65,4.35,4.53
"Steinmetz, Nicole F",CENG 175 - NanoEngineering in Medicine (A00),FA23,35 (68.57%),3.48 (B+),5.42,4.44,4.17,4.41
"Opatkiewicz, Justin Paul",CENG 176A - Chem Engineerng Process Lab I (A00),WI24,52 (61.54%),3.35 (B+),8.22,4.55,4.54,4.58
"Shah, Nisarg",CENG 176A - Chem Engineerng Process Lab I (B00),WI24,49 (48.98%),3.53 (B+),9.17,4.4,4.24,4.3
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A00),SP24,53 (18.87%),3.52 (B+),7.8,4.2,4.23,4.28
"Zhang, Liangfang",CENG 176B - Chem Engineerng Process Lab II (B00),SP24,49 (20.41%),3.80 (A-),6.8,4.7,4.5,4.65
"Brydges, Stacey",CHEM 1 - Scope of Chem and Biochem (A00),WI24,10 (50.00%),(N/A),1.8,4.39,4.56,4.61
"Bussey, Thomas J",CHEM 4 - Chemical Thinking (A00),FA23,223 (53.36%),2.64 (C+),6.93,3.92,3.89,4.35
"Bussey, Thomas J",CHEM 4 - Chemical Thinking (B00),FA23,232 (41.38%),2.78 (B-),6.35,3.98,4.03,4.4
"Deshmukh, Lalit",CHEM 6A - General Chemistry I (A00),SP24,301 (30.56%),2.57 (C+),6.32,3.86,3.71,4.28
